"fingerprint","signature","linter","filename","message","source","occurrence","baseline_line","baseline_column","review_step","disposition"
"beb73a5f4d0f24aa5fda659e0787ecc6","8c621f932192a4fdc2f2b830a60a7c12","indentation_linter","tests/testthat/test-joint-uncertainty-interoperability.R","Indentation should be 8 spaces but is 6 spaces.","      !identical(envelope$covariance_scale, ""raw"")) {",1,335,6,"049","approved_style_debt"
"487a094dd5985376da8180a7b805cfd9","c0567c84a366e6cfc1d6895d6fdb23d0","indentation_linter","tests/testthat/test-joint-uncertainty-interoperability.R","Indentation should be 8 spaces but is 6 spaces.","      any(!is.finite(contrast)) || any(names(contrast) == """") ||",1,194,6,"049","approved_style_debt"
"eeefde9d27367a01645be6e22f8a528d","c0567c84a366e6cfc1d6895d6fdb23d0","indentation_linter","tests/testthat/test-joint-uncertainty-interoperability.R","Indentation should be 8 spaces but is 6 spaces.","      any(!is.finite(contrast)) || any(names(contrast) == """") ||",2,329,6,"049","approved_style_debt"
"5fe0c4c4f72a0de75434c2123d10de5e","801776622057da99cf36db3a45af0b89","indentation_linter","tests/testthat/test-joint-uncertainty-interoperability.R","Indentation should be 8 spaces but is 6 spaces.","      any(!vcov_diag$repeated_v_equal) ||",1,185,6,"049","approved_style_debt"
"491a2cb037e56684188f844230dfb624","8cbd1d7719030171fb3cf25e0b97fc7d","indentation_linter","tests/testthat/test-joint-uncertainty-interoperability.R","Indentation should be 8 spaces but is 6 spaces.","      any(row_diag$suppression_sensitivity_role != ""none"")) {",1,158,6,"049","approved_style_debt"
"e519b00f5a4daa42b1d1c8324a67b7c2","52c0737b9e43bfb58f179456ffcd8dc6","indentation_linter","tests/testthat/test-oracle-fpc-srswor.R","Indentation should be 8 spaces but is 6 spaces.","      !length(population_size) %in% c(1L, size)) {",1,10,6,"049","approved_style_debt"
"4a4d6ffe207a9f9ce888a251739df81c","97419035f31b3796ededaa73b2fe70bf","indentation_linter","tests/testthat/test-oracle-fpc-srswor.R","Indentation should be 8 spaces but is 6 spaces.","      any(!whole(population_size)) || any(population_size < 1)) {",1,17,6,"049","approved_style_debt"
"611044150f3ccc469e91211bda38bc99","a987ee5dfae3e4dd7fb46b9106edcce1","indentation_linter","tests/testthat/test-oracle-fpc-srswor.R","Indentation should be 8 spaces but is 6 spaces.","      any(C < 0) || any(C > n)) {",1,52,6,"049","approved_style_debt"
"6b9ac326efbb0d18b66009314bfb04fd","33229fe863a84458e5ff1e2108fe8c5f","indentation_linter","tests/testthat/test-oracle-fpc-srswor.R","Indentation should be 8 spaces but is 6 spaces.","      identical(correction, ""design_corrected"")) {",1,70,6,"049","approved_style_debt"
"2703f7837c85ba67c4a13e6ce2e4659d","f82c3b9ca647665321375c15d87547fb","indentation_linter","tests/testthat/test-oracle-fpc-srswor.R","Indentation should be 8 spaces but is 6 spaces.","      identical(scale, ""arcsine"") && any(!census & !interior)) {",1,63,6,"049","approved_style_debt"
"d3b1b2d1ac80ae9b1f916ffa62b46a4e","c735b0e4287e415f84bbf255d0a09828","line_length_linter","tests/testthat/test-output-schema.R","Lines should not be more than 120 characters. This line is 133 characters.","    indicator_order = vapply(x$V, function(v) paste(schema_default(v$indicator_order, NA_character_), collapse = ""|""), character(1)),",1,189,121,"049","approved_style_debt"
"d616e88304d18941ad471fa69ec8b787","69bf7bcdafcc4f70a359882fb09a40b2","line_length_linter","tests/testthat/test-sitemix-estimates.R","Lines should not be more than 120 characters. This line is 131 characters.","  expect_match(printed[[1]], ""sitemix_estimates: 1 rows x 18 columns | family=binomial | role=descriptive | one row"", fixed = TRUE)",1,270,121,"049","approved_style_debt"
"261d0900e72cda9b5d2ecf20c16d2a9c","49f368d86681cc69e704ff719d72f2e0","indentation_linter","tests/testthat/test-test-architecture.R","Indentation should be 20 spaces but is 4 spaces.","    names(formals(test_files))))",1,529,4,"049","approved_style_debt"
"539577f83e1c4b12590d05da46f617d9","080be285dbade146119b48dbb1480dea","indentation_linter","tests/testthat/test-validation-order-contract.R","Indentation should be 6 spaces but is 4 spaces.","    estimate_family_before_scale = sitemix::sm_estimate(",1,80,4,"049","approved_style_debt"
"3084d8c97bcb69e2cb7ee28bf1456092","b130788121e32b540e9375b1fb7f0fe2","line_length_linter","tests/testthat/test-validation-order-contract.R","Lines should not be more than 120 characters. This line is 139 characters.","      fix = ""Set the acknowledgement only if separated sensitivity fields, rather than canonical estimates or covariance, are appropriate.""",1,334,121,"049","approved_style_debt"
"095ca77e5dcc7748c420d4652a7de21f","220f0f3a586394de82330e1d8aad0c3c","indentation_linter","vignettes/a3-scenario-binomial.Rmd","Indentation should be 16 spaces but is 20 spaces.","                    ""agresti_coull_boundary_surrogate""))",1,195,20,"049","approved_style_debt"
"b884deedea720782b7165b6ab8c27ffc","3d388b6c2f2ca81770c07d03a7a0e88f","indentation_linter","vignettes/a3-scenario-binomial.Rmd","Indentation should be 16 spaces but is 20 spaces.","                    ""wilson_boundary_surrogate""))",1,193,20,"049","approved_style_debt"
"f427b259e657635936f36ae91e92fbb5","22af1709349a23cab3db83833335e79e","indentation_linter","vignettes/a7-variance-smoothing-and-frechet.Rmd","Indentation should be 16 spaces but is 14 spaces.","              ""formal_raw_pairwise_interval""))",1,203,14,"049","approved_style_debt"
"717775cfa8b6ab1329a1e45d3e58eef0","c15af73096a4a5050971e4d2f5a00671","commented_code_linter","vignettes/a9-case-study-alabama-prek.Rmd","Remove commented code.","# analysis_input$std_error_gvf_sensitivity <- est_sensitivity$se_smoothed",1,131,3,"049","approved_style_debt"
